STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2006,,8.742679,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2007,,8.938643,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2008,,11.02278,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2009,,11.69571,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2010,,12.92575,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2011,,13.29858,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2012,,15.0843,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2013,,15.13421,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2014,,17.66714,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2015,,19.1336,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2016,,20.89939,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,COMPOST,Composting,T,Tonnes,2011,,142,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,COMPOST,Composting,T,Tonnes,2012,,136,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,COMPOST,Composting,T,Tonnes,2013,,151,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,COMPOST,Composting,T,Tonnes,2014,,157,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,COMPOST,Composting,T,Tonnes,2015,,159,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,COMPOST,Composting,T,Tonnes,2016,,174,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1997,,8.825943,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1998,,9.11742,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1999,,9.481095,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2000,,10.85812,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2001,,11.16643,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2002,,11.65632,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2003,,11.91433,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2004,,12.56343,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2005,,12.59359,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2006,,12.72203,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2007,,12.89616,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2008,,13.96909,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2009,,13.58519,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2010,,13.4114,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2011,,13.51691,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2012,,14.5036,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,EU,European Union,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2016,,16.72359,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1995,,8.96,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1996,,9.51,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1997,,9.72,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1998,,10.19,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1999,,10.39,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2005,,12.41791,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2006,,13.57988,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2007,,14.70342,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2008,,15.28072,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2009,,15.86592,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2010,,15.99584,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2011,,16.12532,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2012,,16.5845,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2013,,17.0529,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2014,,17.53357,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2015,,18.01188,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2016,,17.71679,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,1995,,2481,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,1996,,2653,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,1997,,3048,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,1998,,3523,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,1999,,3822,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2000,,4045,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2001,,4410,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2002,,4715,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2003,,4725,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2004,,4970,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2005,,5533,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2006,,5806,,E,Estimated value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2007,,6079,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2008,,6385,,E,Estimated value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2009,,6688,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2010,,6937,,E,Estimated value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2011,,7184,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2012,,7293,,E,Estimated value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2013,,7402,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2014,,7605,,E,Estimated value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2015,,7808,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,RECYCLING,Recycling,T,Tonnes,2016,,7992.48,,E,Estimated value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1995,,67.17861,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1996,,68.00159,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1997,,69.22845,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1998,,69.37048,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1999,,69.65889,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2000,,68.76128,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2001,,69.39468,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2002,,69.53979,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2003,,69.26315,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2004,,68.55729,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2005,,68.27981,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2006,,68.41581,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2007,,68.21655,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2008,,69.96265,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2009,,70.48634,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2010,,70.55664,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2011,,69.97223,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2012,,69.84039,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2013,,69.60242,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2014,,69.56293,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2015,,69.17616,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2016,,72.84581,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2007,,11.54,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2008,,12.95,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2009,,14.05,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2010,,15.68,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2011,,16.07,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2012,,17.81,,A,Normal value,0,Units,1,One,,,,,,
