DATAFLOW,LAST UPDATE,freq,wat_proc,wat_src,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1975,15400,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1980,18800,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1985,20740,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1990,17510.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1991,10835.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1992,10884.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1993,10180.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1994,9840.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1995,10300.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1996,10450.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1997,9260.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1998,9051.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,1999,8570.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2000,7967.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2001,7343.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2002,7239.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2003,6500.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2004,5850.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2005,5301.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2006,5330.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2007,6884.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2008,7220.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2009,6876.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2010,6219.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2011,6592.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2012,6482.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2013,6418.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2014,6269.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2015,6458.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2016,6364.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2017,6762.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2018,6349.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2019,6969.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RO,2020,7389.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,1990,3351.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,1995,4106.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2000,3792.19,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2001,3959.77,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2002,3812.21,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2003,3974.80,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2004,3343.45,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2005,4455.87,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2006,4590.61,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2007,4629.30,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2008,4690.69,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2009,4633.79,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2010,4418.64,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2011,4749.96,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2012,4401.32,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2013,4708.54,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2014,3934.80,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2015,4689.09,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2016,4706.06,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2017,5377.22,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2018,5557.48,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2019,5618.76,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,RS,2020,5324.48,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1970,4073,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1975,4135,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1980,4106.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1985,2970.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1989,2973.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1990,2968.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1991,2970.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1992,2973.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1993,2957.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1994,2961.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1995,2725.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1996,2725.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1997,2711.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1998,2711.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,1999,2711.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2000,2688.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2001,2676.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2002,2665.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2003,2654.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2004,2643.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2005,2631.00,b
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2006,2667.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2007,2703.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2008,2739.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2009,2775.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2010,2811.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2011,2724.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2012,2637.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2013,2549.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2014,2462.00,s
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SE,2015,2375.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,1980,391,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,1996,331.4,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,1997,327.5,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,1998,304.6,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,1999,318.2,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2002,899.20,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2003,848.20,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2004,985.50,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2005,923.50,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2006,907.10,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2007,935.40,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2008,1040.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2009,942.70,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2010,925.68,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2011,850.30,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2012,781.30,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2013,893.30,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2014,978.20,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2015,895.10,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2016,885.10,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2017,929.60,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2018,957.41,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2019,943.06,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SI,2020,1001.89,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1970,412,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1975,1949,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1980,2232.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1985,2060.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1990,2116.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1991,1732.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1992,1665.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1993,1585.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1994,1405.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1995,1386.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1996,1371.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1997,1310.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1998,1226.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,1999,1162.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2000,1171.50,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2001,1138.50,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2002,1094.40,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2003,1040.60,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2004,1028.10,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2005,906.90,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2006,763.10,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2007,687.90,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2008,663.70,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2009,628.10,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2010,600.70,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2011,593.10,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2012,665.30,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2013,637.40,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2014,559.30,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2015,573.60,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2016,555.30,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2017,578.60,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2018,573.10,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2019,581.20,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,SK,2020,575.40,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,1990,28073.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,1995,33482.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,1996,34078.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,1997,35552.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,1998,37490.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2000,43650.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2001,44450.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2002,40016.20,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2003,40848.60,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2004,44902.60,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2005,44683.70,e
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2006,43717.50,e
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2007,39678.30,e
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2008,42008.30,e
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2009,45130.10,e
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2010,46956.00,e
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2012,50509.92,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2014,51970.95,e
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2016,59613.02,e
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,TR,2018,61093.58,e
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,1970,15583,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,1975,13085,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,1989,14501.80,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,2005,10323.30,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,2006,9270.60,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,2007,8575.60,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,2008,8346.90,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,2009,8281.10,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,2010,8263.60,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,2011,7684.70,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,2012,8214.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UK,2014,7284.50,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1970,16823,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1975,13638,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1980,14496.3,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1985,11533,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1989,13809.7,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1990,12052.1,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1991,14349,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1992,16485.4,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1993,11790.4,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1994,11752,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1995,9549.4,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1996,9731.3,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1997,12907.2,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,1998,14567.8,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,2000,11174.5,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,2001,10238.1,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,2002,9882.1,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,2003,10359.3,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,UKC-L,2004,10799.9,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,XK,2013,234.27,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,XK,2014,231.19,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,XK,2015,245.52,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,XK,2016,257.80,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,XK,2017,254.33,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,XK,2018,259.50,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,FRW,MIO_M3,XK,2019,258.72,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AL,2014,0.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AL,2015,0.00,
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2000,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2001,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2002,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2003,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2004,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2005,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2006,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2007,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2008,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2009,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2010,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2011,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2012,,z
ESTAT:ENV_WAT_BAL(1.0),10/08/22 23:00:00,A,ABST,NFW,MIO_M3,AT,2013,,z
